1;343;CANOINHAS;;;3
1;353;SANTIAGO;;;0
1;358;CARAZINHO;;;1
1;362;PALMEIRA/FREDER;;;X
1;363;BCO.BRASIL AG - 363-8 - LAGOA VERMELHA;;;8
1;369;BCO.BRASIL AG 369-7-STO.ANTONIO DA PATRULHA;;;7
1;371;IJUI;;;9
1;375;CAÇADOR;;;1
1;403;BCO.BRASIL AG 403-0 -VIDEIRA - SC;;;0
1;406;CAMPO MOURAO;;;5
1;407;CRICIUMA;;;3
1;409;BCO.BRASIL AG 409-X - NOVA PRATA;;;X
1;410;BCO.BRASIL AG 410-3 - CONCORDIA;;;3
1;416;BCO.BRASIL AG - 416-2 - TAQUARA - RS;;;2
1;423;BANCO DO BRASIL AG- 423-5 - ENCANTADO;;;5
1;424;BCO.BRASIL AG 724-2 - SAO FCO.DE PAULA;;;2
1;430;ESTRELA;;;8
1;431;GUAPORE;;;6
1;437;SAO L GONZAGA;;;5
1;444;BCO.BRASIL AG 444-8- GETULIO VARGAS;;;8
1;453;BCO.BRASIL AG-0453-7 AGUDO;;;7
1;457;TRES PASSOS;;;X
1;465;BCO.BRASIL AGENCIA - 0465-0 - GARIBALDI;;;0
1;479;CANOAS;;;0
1;485;BCO.BRASIL AG. 485-5 - CASTRO - PARANA;;;5
1;488;SAO SEPE;;;X
1;490;BCO.BRASIL AG- 490-1 - SOLEDADE - RS;;;1
1;495;PATO BRANCO;;;2
1;500;BCO.BRASIL AG - 500-2 - SÃO GERONIMO;;;2
1;501;BANCO DO BRASIL AG 501-0 - SARANDI;;;0
1;509;BCO.BRASIL AGENCIA - 0509-6 - NOVA ESPERANCA;;;6
1;517;CURITIBANOS;;;7
1;531;BCO.BRASIL - AG - 0531-2 - CASCAVEL - PR;;;2
1;561;SAO FRANCISCO;;;4
1;575;BCO.BRASIL AG - 575-4 - GRAMADO - RS;;;4
1;586;XANXERE;;;X
1;599;BCO.BRASIL AG - 0599-1- SAO MIGUEL DO OESTE - SC;;;1
1;604;BCO.BRASIL AG 604-1 - VERANOPOLIS- RS;;;1
1;615;BCO.BRASIL AG 615-7 - PALMAS;;;7
1;616;FCO BELTRA;;;5
1;617;BCO.BRASIL AG 617-3 - CANGUCU;;;3
1;619;BCO.BRASIL AG 619-X - JULIO DE CASTILHOS;;;X
