NUMEMP;CODFIL;RAZSOC;NOMFIL;COD_NIVEL_ORG;ENDFIL;CPLFIL;ENDNUM;NOMBAI;CODEST;CODCID;NOMCID;DDITEL;DDDTEL;NUMTEL;TIPFIL;TIPINS;NUMCGC;INSCEI;INSEST;INSMUN;ATIIRF;ATIRAI;NUMCNO;NCAEFP;CNAFIS;TIPCAE;TIPLGR;CODCEP
008;445;;GRZ SANTIAGO;3;TITO BECCON;;1445;CENTRO;RS;66;SANTIAGO;;;;F;1;92012467044541;;;;47.81-4/00;4781;;;47.81-4/00;;R;97700400
008;446;;TOT JULIO DE CASTILHOS;3;GETULIO VARGAS;;16;CENTRO;RS;368;JULIO DE CASTILHOS;;;;F;1;92012467044622;;;;47.59-8/99;4781;;;47.59-8/99;;AV;98130000
008;447;;PRM URUGUAIANA;3;DOMINGOS DE ALMEIDA;;2027;CENTRO;RS;99;URUGUAIANA;;;;F;1;92012467044703;;;;47.81-4/00;4781;;;47.81-4/00;;R;97501633
008;448;;PRM TAQUARA;3;MARECHAL FLORIANO;;1511;CENTRO;RS;438;TAQUARA;;;;F;1;92012467044894;;;;47.81-4/00;4781;;;47.81-4/00;;R;95600032
008;449;;PRM SAO JOAQUIM;3;LAURO MULLER;SALA 203;207;CENTRO;SC;815;SAO JOAQUIM;;;;F;1;92012467044975;;;;47.81-4/00;4781;;;47.81-4/00;;R;88600000
008;450;;PRM FAXINAL DOS GUEDES;3;SAO JOAO;;381;CENTRO;SC;591;FAXINAL DOS GUEDES;;;;F;1;92012467045009;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89694000
008;451;;PRM SAO BORJA;3;CANDIDO FALCAO;SALA 02;940;CENTRO;RS;44;SAO BORJA;;;;F;1;92012467045190;;;;47.81-4/00;4781;;;47.81-4/00;;R;97670000
008;452;;TOT SANTO AUGUSTO;3;INDEPENDENCIA;SALA 1;214;CENTRO;RS;106;SANTO AUGUSTO;;;;F;1;92012467045270;;;;47.59-8/99;4781;;;47.59-8/99;;R;98590000
008;453;;PRM RODEIO BONITO;3;DO COMERCIO;;990;CENTRO;RS;401;RODEIO BONITO;;;;F;1;92012467045351;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98360000
008;454;;PRM ARVOREZINHA;3;DALTRO FILHO;;115;CENTRO;RS;730;ARVOREZINHA;;;;F;1;92012467045432;;;;47.81-4/00;4781;;;47.81-4/00;;R;95995000
008;455;;GRZ ITAQUI;3;QUINZE DE NOVEMBRO;;691;CENTRO;RS;144;ITAQUI;;;;F;1;92012467045513;;;;47.81-4/00;4781;;;47.81-4/00;;R;97650970
008;456;;PRM ERVAL SECO;3;HARRY LUERSEN;;184;CENTRO;RS;367;ERVAL SECO;;;;F;1;92012467045602;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98390970
008;457;;PRM SAO DOMINGOS;3;BENJAMIN CONSTANT;;1078;CENTRO;SC;439;SAO DOMINGOS;;;;F;1;92012467045785;;;;47.81-4/00;4781;;;47.81-4/00;;R;89835000
008;458;;PRM ENCANTADO;3;BARAO DO RIO BRANCO;;617;CENTRO;RS;1245;ENCANTADO;;;;F;1;92012467045866;;;;47.81-4/00;4781;;;47.81-4/00;;R;95960000
008;459;;PRM SAO GABRIEL;3;CORONEL SOARES;;796;CENTRO;RS;22;SAO GABRIEL;;;;F;1;92012467045947;;;;47.81-4/00;4781;;;47.81-4/00;;R;97300000
008;460;;PRM SOLEDADE;3;MARECHAL FLORIANO PEIXOTO;;909;CENTRO;RS;130;SOLEDADE;;;;F;1;92012467046080;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99300000
008;461;;GRZ VENANCIO AIRES;3;OSVALDO ARANHA;;1685;CENTRO;RS;123;VENANCIO AIRES;;;;F;1;92012467046161;;;;47.81-4/00;4781;;;47.81-4/00;;R;95800000
008;462;;TOT TUPANCIRETA;3;VAZ FERREIRA;;776;CENTRO;RS;338;TUPANCIRETA;;;;F;1;92012467046242;;;;47.59-8/99;4781;;;47.59-8/99;;AV;98170000
008;463;;TOT CAMAQUA;3;JULIO DE CASTILHOS;sala terrea;662;CENTRO;RS;81;CAMAQUA;;;;F;1;92012467046323;;;;47.59-8/99;4781;;;47.59-8/99;;R;96780072
008;464;;GRZ FREDERICO WESTPHALEN;3;DO COMERCIO;SALA 01;355;CENTRO;RS;48;FREDERICO WESTPHALEN;;;;F;1;92012467046404;;;;47.81-4/00;4781;;;47.81-4/00;;R;98400000
008;465;;PRM SAO JERONIMO;3;CORONEL SOARES DE CARVALHO;;518;CENTRO;RS;632;SAO JERONIMO;;;;F;1;92012467046595;;;;47.81-4/00;4781;;;47.81-4/00;;R;96700000
008;466;;GRZ AGUDO;3;CONCORDIA;;624;CENTRO;RS;811;AGUDO;;;;F;1;92012467046676;;;;47.81-4/00;4781;;;47.81-4/00;;AV;96540000
008;467;;TOT ALEGRETE;3;DOS ANDRADAS;;599;CENTRO;RS;57;ALEGRETE;;;;F;1;92012467046757;;;;47.59-8/99;4781;;;47.59-8/99;;R;97541001
008;468;;PRM CRUZ ALTA;3;PINHEIRO MACHADO;;854;CENTRO;RS;40;CRUZ ALTA;;;;F;1;92012467046838;;;;47.81-4/00;4781;;;47.81-4/00;;R;98005000
008;469;;PRM CARAZINHO;3;FLORES DA CUNHA;;633;CENTRO;RS;31;CARAZINHO;;;;F;1;92012467046919;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99500000
008;470;;PRM CHAPECO;3;SENADOR ATTILIO FRANCISCO;;2160;EFAPI;SC;47;CHAPECO;;;;F;1;92012467047052;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89809505
008;471;;GRZ ESPUMOSO;3;ANGELO MACALOS;;366;CENTRO;RS;13;ESPUMOSO;;;;F;1;92012467047133;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99400000
008;472;;PRM RONDA ALTA;3;XV DE NOVEMBRO;;767;CENTRO;RS;21;RONDA ALTA;;;;F;1;92012467047214;;;;47.81-4/00;4781;;;47.81-4/00;;R;99670000
008;473;;GRZ NOVA HARTZ;3;EMILIO JOST;;223;CENTRO;RS;1222;NOVA HARTZ;;;;F;1;92012467047303;;;;47.81-4/00;4781;;;47.81-4/00;;R;93890000
008;474;;TOT TRES DE MAIO;3;PADRE CACIQUE;TERREO;990;CENTRO;RS;90;TRES DE MAIO;;;;F;1;92012467047486;;;;47.59-8/99;4781;;;47.59-8/99;;R;98910970
008;475;;PRM CHAPECO;3;MARECHAL JOSE B BORMANN;;119;CENTRO;SC;47;CHAPECO;;;;F;1;92012467047567;;;;47.81-4/00;4781;;;47.81-4/00;;R;89802120
008;476;;GRZ SANTO AUGUSTO;3;DO COMERCIO;;617;CENTRO;RS;106;SANTO AUGUSTO;;;;F;1;92012467047648;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98590970
008;477;;GRZ TAPEJARA;3;QUINZE DE NOVEMBRO;;124;CENTRO;RS;5;TAPEJARA;;;;F;1;92012467047729;;;;47.81-4/00;4781;;;47.81-4/00;;R;99950970
008;478;;GRZ TUPANCIRETA;3;VAZ FERREIRA;SALA 02;1346;CENTRO;RS;338;TUPANCIRETA;;;;F;1;92012467047800;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98170970
008;479;;PRM TAPERA;3;DUQUE DE CAXIAS;;590;CENTRO;RS;28;TAPERA;;;;F;1;92012467047990;;;;47.81-4/00;4781;;;47.81-4/00;;R;99490000
008;480;;PRM TUPANCIRETA;3;VAZ FERREIRA;LOJA 01;1346;CENTRO;RS;338;TUPANCIRETA;;;;F;1;92012467048024;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98170970
008;481;;PRM PORTO ALEGRE;3;PROTASIO ALVES;SALA 02;5735;PETROPOLIS;RS;27;PORTO ALEGRE;;;;F;1;92012467048105;;;;47.81-4/00;4781;;;47.81-4/00;;AV;91310003
008;482;;GRZ LAGOA VERMELHA;3;AFONSO PENA;SALA 02;581;CENTRO;RS;19;LAGOA VERMELHA;;;;F;1;92012467048296;;;;47.81-4/00;4781;;;47.81-4/00;;AV;95300000
008;483;;PRM SAO MIGUEL DO OESTE;3;SANTOS DUMONT;SALA 01;525;CENTRO;SC;145;SAO MIGUEL DO OESTE;;;;F;1;92012467048377;;;;47.81-4/00;4781;;;47.81-4/00;;R;89900000
008;484;;PRM CACADOR;3;BARAO DO RIO BRANCO;;875;CENTRO;SC;93;CACADOR;;;;F;1;92012467048458;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89500019
008;485;;GRZ CACADOR;3;BARAO DO RIO BRANCO;;875;CENTRO;SC;93;CACADOR;;;;F;1;92012467048539;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89500019
008;486;;PRM NOVO HAMBURGO;3;LIMA E SILVA;;433;CENTRO;RS;69;NOVO HAMBURGO;;;;F;1;92012467048610;;;;47.81-4/00;4781;;;47.81-4/00;;R;93510030
008;487;;PRM SAPIRANGA;3;SAO PEDRO;;66;CENTRO;RS;625;SAPIRANGA;;;;F;1;92012467048709;;;;47.81-4/00;4781;;;47.81-4/00;;R;93800000
008;488;;GRZ NOVO HAMBURGO;3;CINCO DE ABRIL;;614;RIO BRANCO;RS;69;NOVO HAMBURGO;;;;F;1;92012467048881;;;;47.81-4/00;4781;;;47.81-4/00;;R;93510036
008;489;;PRM ESTRELA;3;CORONEL MUSSNICH;;566;CENTRO;RS;499;ESTRELA;;;;F;1;92012467048962;;;;47.81-4/00;4781;;;47.81-4/00;;R;95880000
008;490;;GRZ MONTENEGRO;3;RAMIRO BARCELOS;SALA 1;1883;CENTRO;RS;91;MONTENEGRO;;;;F;1;92012467049004;;;;47.81-4/00;4781;;;47.81-4/00;;R;95780000
008;491;;GRZ LAJEADO;3;CORONEL JOAO BATISTA DE MELLO;;234;CENTRO;RS;125;LAJEADO;;;;F;1;92012467049187;;;;47.81-4/00;4781;;;47.81-4/00;;R;95900182
008;492;;GRZ PIRATINI;3;CERRO ALEGRE;;1;INTERIOR;RS;221;PIRATINI;;;;F;1;92012467049268;;;;47.81-4/00;4781;;;47.81-4/00;;EST;96490000
008;493;;PRM PASSO FUNDO;3;BRASIL LESTE;;1055;PETROPOLIS;RS;1;PASSO FUNDO;;;;F;1;92012467049349;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99050073
008;494;;TOT TRIUNFO;3;LUIZ BARRETO;;519;CENTRO;RS;662;TRIUNFO;;;;F;1;92012467049420;;;;47.59-8/99;4781;;;47.59-8/99;;R;95840000
008;495;;FRG LAJEADO;3;ALBERTO TORRES;LOJA 01;517;CENTRO;RS;125;LAJEADO;;;;F;1;92012467049500;;;;47.81-4/00;4781;;;47.81-4/00;;R;95900000
008;496;;TOT RIO PARDO;3;JOAO PESSOA;;750;CENTRO;RS;139;RIO PARDO;;;;F;1;92012467049691;;;;47.59-8/99;4781;;;47.59-8/99;;R;96640000
008;497;;PRM CORONEL BICACO;3;PRESIDENTE VARGAS;;1344;CENTRO;RS;505;CORONEL BICACO;;;;F;1;92012467049772;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98580000
008;498;;GRZ PASSO FUNDO;3;PRESIDENTE VARGAS;LOJA 02 E 03;1845;SÃO CRISTÓVÃO;RS;1;PASSO FUNDO;;;;F;1;92012467049853;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99070000
008;499;;TOT PASSO FUNDO;3;PRESIDENTE VARGAS;LOJA 01;1845;SÃO CRISTÓVÃO;RS;1;PASSO FUNDO;;;;F;1;92012467049934;;;;47.59-8/99;4781;;;47.59-8/99;;AV;99070000
008;500;;PRM CAXIAS DO SUL;3;JULIO DE CASTILHOS;;2785;CENTRO;RS;42;CAXIAS DO SUL;;;;F;1;92012467050002;;;;47.81-4/00;4781;;;47.81-4/00;;AV;95010005
008;501;;TOT ERECHIM;3;TIRADENTES;;308;CENTRO;RS;63;ERECHIM;;;;F;1;92012467050193;;;;47.59-8/99;4781;;;47.59-8/99;;AV;99700424
008;502;;GRZ PASSO FUNDO;3;BRASIL LESTE;E 969;955;PETROPOLIS;RS;1;PASSO FUNDO;;;;F;1;92012467050274;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99050073
008;503;;TOT TRES COROAS;3;MUNDO NOVO;;184;CENTRO;RS;1031;TRES COROAS;;;;F;1;92012467050355;;;;47.81-4/00;4781;;;47.81-4/00;;R;95660000
008;504;;GRZ CERRO LARGO;3;DR SEBASTIANY;;226;CENTRO;RS;16;CERRO LARGO;;;;F;1;92012467050436;;;;47.81-4/00;4781;;;47.81-4/00;;R;97900000
008;505;;TOT CERRO LARGO;3;DR JOAO SEBASTIANY;LOJA 02;226;CENTRO;RS;16;CERRO LARGO;;;;F;1;92012467050517;;;;47.81-4/00;4781;;;47.81-4/00;;R;97900000
008;506;;PRM ROSARIO DO SUL;3;MARECHAL FLORIANO PEIXOTO;;2260;CENTRO;RS;50;ROSARIO DO SUL;;;;F;1;92012467050606;;;;47.81-4/00;4781;;;47.81-4/00;;R;97590000
008;507;;PRM PIRATINI;3;MAURICIO CARDOSO;;322;CENTRO;RS;221;PIRATINI;;;;F;1;92012467050789;;;;47.81-4/00;4781;;;47.81-4/00;;AV;96490000
008;508;;GRZ MARAU;3;JULIO BORELLA;LOJA 103;1461;CENTRO;RS;20;MARAU;;;;F;1;92012467050860;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99150000
008;509;;TOT CARAZINHO;3;FLORES DA CUNHA;;633;CENTRO;RS;31;CARAZINHO;;;;F;1;92012467050940;;;;47.59-8/99;4781;;;47.59-8/99;;AV;99500000
008;510;;PRM VACARIA;3;JULIO DE CASTILHOS;;1593;CENTRO;RS;54;VACARIA;;;;F;1;92012467051084;;;;47.81-4/00;4781;;;47.81-4/00;;R;95200000
008;511;;GRZ HORIZONTINA;3;URUGUAI;SALA 02;1122;CENTRO;RS;433;HORIZONTINA;;;;F;1;92012467051165;;;;47.81-4/00;4781;;;47.81-4/00;;R;98920000
008;512;;PRM ERECHIM;3;JOSE OSCAR SALAZAR;;1113;TRES VENDAS;RS;63;ERECHIM;;;;F;1;92012467051246;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99713042
008;513;;TOT SANTO CRISTO;3;DOM PEDRO II;SALA TERREA;2125;CENTRO;RS;35;SANTO CRISTO;;;;F;1;92012467051327;;;;47.59-8/99;4781;;;47.59-8/99;;R;98960000
008;514;;PRM PASSO FUNDO;3;MOACIR DA MOTTA FORTE;SALA 02;06;VERA CRUZ;RS;1;PASSO FUNDO;;;;F;1;92012467051408;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99040010
008;515;;TOT PASSO FUNDO;3;MOACIR DA MOTTA FORTE;;186;VERA CRUZ;RS;1;PASSO FUNDO;;;;F;1;92012467051599;;;;47.59-8/99;4781;;;47.59-8/99;;AV;99040010
008;516;;TOT ESTEIO;3;PRESIDENTE VARGAS;;1698;CENTRO;RS;86;ESTEIO;;;;F;1;92012467051670;;;;47.59-8/99;4781;;;47.59-8/99;;AV;93260048
008;517;;PRM DOIS VIZINHOS;3;28 DE NOVEMBRO;;259;CENTRO;PR;927;DOIS VIZINHOS;;;;F;1;92012467051750;;;;47.81-4/00;4781;;;47.81-4/00;;R;85660000
008;518;;PRM ITAIOPOLIS;3;GETULIO VARGAS;;227;CENTRO;SC;426;ITAIOPOLIS;;;;F;1;92012467051831;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89340970
008;519;;TOT MARAU;3;JULIO BORELA;SALA 01 E 02;1312;CENTRO;RS;20;MARAU;;;;F;1;92012467051912;;;;47.59-8/99;5232;;;47.59-8/99;;AV;99150970
008;520;;GRZ NONOAI;3;ROCHA LOIRES;;386;CENTRO;RS;354;NONOAI;;;;F;1;92012467052056;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99600000
008;521;;PRM PINHEIRO MACHADO;3;NICO DE OLIVEIRA;;595;CENTRO;RS;626;PINHEIRO MACHADO;;;;F;1;92012467052137;;;;47.81-4/00;4781;;;47.81-4/00;;R;96470000
008;522;;PRM PASSO FUNDO;3;SETE DE SETEMBRO;EDIF CULTURA;81;CENTRO;RS;1;PASSO FUNDO;;;;F;1;92012467052218;;;;47.81-4/00;4781;;;47.81-4/00;;R;99010121
008;523;;GRZ CARAZINHO;3;FLORES DA CUNHA;;1421;CENTRO;RS;31;CARAZINHO;;;;F;1;92012467052307;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99500000
008;524;;GRZ TEUTONIA;3;TRES DE OUTUBRO;;207;LANGUIRU;RS;1154;TEUTONIA;;;;F;1;92012467052480;;;;47.81-4/00;4781;;;47.81-4/00;;R;95890000
008;525;;FRG PASSO FUNDO;3;GENERAL NETTO;LOJA01;383;CENTRO;RS;1;PASSO FUNDO;;;;F;1;92012467052560;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99010023
008;526;;FRG SANTA MARIA;3;DR BOZANO;;1099;CENTRO;RS;2;SANTA MARIA;;;;F;1;92012467052641;;;;47.81-4/00;4781;;;47.81-4/00;;R;97015003
008;527;;PRM ESTRELA;3;MARECHAL FLORIANO;;226;CENTRO;RS;499;ESTRELA;;;;F;1;92012467052722;;;;47.81-4/00;4781;;;47.81-4/00;;R;95880000
008;528;;PRM BARROS CASSAL;3;MAURICIO CARDOSO;SALA 03;1062;CENTRO;RS;1434;BARROS CASSAL;;;;F;1;92012467052803;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99360000
008;529;;GRZ PASSO FUNDO;3;BRASIL OESTE;LOJA 02;593;CENTRO;RS;1;PASSO FUNDO;;;;F;1;92012467052994;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99025001
008;530;;GRZ SANTA MARIA;3;PREFEITO EVANDRO BEHR;;6997;CAMOBI;RS;2;SANTA MARIA;;;;F;1;92012467053028;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97110800
008;531;;GRZ PALMEIRA DAS MISSOES;3;INDEPENDENCIA;;1355;CENTRO;RS;6;PALMEIRA DAS MISSOES;;;;F;1;92012467053109;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98300000
008;532;;PRM CASCA;3;TIRADENTES;SALA 101;632;CENTRO;RS;578;CASCA;;;;F;1;92012467053290;;;;47.81-4/00;4781;;;47.81-4/00;;R;99260000
008;533;;PRM SANTA MARIA;3;PREFEITO EVANDRO BEHR;;6491;CAMOBI;RS;2;SANTA MARIA;;;;F;1;92012467053370;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97110800
008;534;;TOT LAJEADO;3;CORONEL FRANCISCO OSCAR KARNAL;SALA 01;235;CENTRO;RS;125;LAJEADO;;;;F;1;92012467053451;;;;47.59-8/99;4781;;;47.59-8/99;;R;95900000
008;535;;PRM PALMEIRA DAS MISSOES;3;INDEPENDENCIA;SALA 02;1030;CENTRO;RS;6;PALMEIRA DAS MISSOES;;;;F;1;92012467053532;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98300000
008;536;;GRZ GETULIO VARGAS;3;DR JOAO CARLOS MACHADO;;275;CENTRO;RS;4;GETULIO VARGAS;;;;F;1;92012467053613;;;;47.81-4/00;4781;;;47.81-4/00;;R;99900000
008;537;;PRM SANTO ANGELO;3;SAGRADA FAMILIA;Sala 02;1141;ESPERANCA;RS;3;SANTO ANGELO;;;;F;1;92012467053702;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98807345
008;538;;TOT GETULIO VARGAS;3;JOAO CARLOS MACHADO;;215;CENTRO;RS;4;GETULIO VARGAS;;;;F;1;92012467053885;;;;47.59-8/99;4781;;;47.59-8/99;;R;99900000
008;539;;PRM BENTO GONCALVES;3;JULIO DE CASTILHOS;;331;CENTRO;RS;38;BENTO GONCALVES;;;;F;1;92012467053966;;;;47.81-4/00;4781;;;47.81-4/00;;R;95700070
008;540;;GRZ SOLEDADE;3;JULIO DE CASTILHOS;;;CENTRO;RS;130;SOLEDADE;;;;F;1;92012467054008;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99300000
008;541;;GRZ ROSARIO DO SUL;3;JOAO BRASIL;;1309;CENTRO;RS;50;ROSARIO DO SUL;;;;F;1;92012467054180;;;;47.81-4/00;4781;;;47.81-4/00;;R;97590000
008;542;;PRM PALMITINHO;3;DUQUE DE CAXIAS;SALA 102;570;CENTRO;RS;492;PALMITINHO;;;;F;1;92012467054261;;;;47.81-4/00;4781;;;47.81-4/00;;R;98430000
008;543;;PRM GARIBALDI;3;EMIDIO JACINTO FERREIRA;SALA 02;110;CENTRO;RS;678;GARIBALDI;;;;F;1;92012467054342;;;;47.81-4/00;4781;;;47.81-4/00;;R;95720000
008;544;;GRZ GARIBALDI;3;BUARQUE DE MACEDO;;3341;CENTRO;RS;678;GARIBALDI;;;;F;1;92012467054423;;;;47.81-4/00;4781;;;47.81-4/00;;R;95720000
008;545;;PRM SELBACH;3;VINTE E CINCO DE JULHO;;590;CENTRO;RS;454;SELBACH;;;;F;1;92012467054504;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99450000
008;546;;PRM RIO GRANDE;3;GENERAL BACELAR;;254;CENTRO;RS;76;RIO GRANDE;;;;F;1;92012467054695;;;;47.81-4/00;4781;;;47.81-4/00;;R;96200370
008;547;;PRM GUARANI DAS MISSOES;3;SAO LUIS;;1241;CENTRO;RS;917;GUARANI DAS MISSOES;;;;F;1;92012467054776;;;;47.81-4/00;4781;;;47.81-4/00;;R;97950000
008;548;;GRZ PANAMBI;3;SETE DE SETEMBRO;SALA TERREA;200;CENTRO;RS;417;PANAMBI;;;;F;1;92012467054857;;;;47.81-4/00;4781;;;47.81-4/00;;R;98280000
008;549;;PASSO FUNDO;3;VALENTIN GRAZZIOTIN;;177;SÃO CRISTÓVÃO;RS;1;PASSO FUNDO;;;;F;1;92012467054938;;;;47.81-4/00;4781;;;47.81-4/00;;R;99060030
008;550;;PRM PLANALTO;3;DOM PEDRO II;;802;CENTRO;RS;500;PLANALTO;;;;F;1;92012467055071;;;;47.81-4/00;4781;;;47.81-4/00;;R;98470000
008;551;;PRM BOA VISTA DO BURICA;3;SAO JOSE;;1064;CENTRO;RS;223;BOA VISTA DO BURICA;;;;F;1;92012467055152;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98918000
008;552;;PRM CATUIPE;3;RIO BRANCO;;752;CENTRO;RS;24;CATUIPE;;;;F;1;92012467055233;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98770000
008;553;;PRM BOSSOROCA;3;CORONEL JOAO LUIZ NASCIMENTO;SALA 1B;490;CENTRO;RS;697;BOSSOROCA;;;;F;1;92012467055314;;;;47.81-4/00;4781;;;47.81-4/00;;R;97850000
008;554;;TOT BAGE;3;AV SETE SETEMBRO;SL COMERCIAL;765;CENTRO;RS;45;BAGE;;;;F;1;92012467055403;;;;47.59-8/99;4781;;;47.59-8/99;;R;96400370
008;555;;GRZ CAMAQUA;3;PRESIDENTE VARGAS;;617;CENTRO;RS;81;CAMAQUA;;;;F;1;92012467055586;;;;47.81-4/00;4781;;;47.81-4/00;;R;96780072
008;556;;GRZ TAPERA;3;XV DE NOVEMBRO;;1050;CENTRO;RS;28;TAPERA;;;;F;1;92012467055667;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99490000
008;557;;PRM SALTO DO JACUI;3;PIO DOZE;SALA 02;1761;CENTRO;RS;584;SALTO DO JACUI;;;;F;1;92012467055748;;;;47.59-8/99;4781;;;47.59-8/99;;AV;99440000
008;558;;GRZ PIRAI DO SUL;3;IZIDORO DOIN;SALA 02;178;CENTRO;PR;615;PIRAI DO SUL;;;;F;1;92012467055829;;;;47.81-4/00;4781;;;47.81-4/00;;R;84240000
008;559;;PRM HERVAL DOESTE;3;PINHEIRO MACHADO;;71;CENTRO;SC;181;HERVAL DOESTE;;;;F;1;92012467055900;;;;47.81-4/00;4781;;;47.81-4/00;;TRAV;89610000
008;560;;PRM CUNHA PORA;3;RUI BARBOSA;SALA 02;202;CENTRO;SC;808;CUNHA PORA;;;;F;1;92012467056043;;;;47.81-4/00;4781;;;47.81-4/00;;R;89890000
008;561;;TOT CANGUCU;3;JULIO DE CASTILHOS;;1619;CENTRO;RS;388;CANGUCU;;;;F;1;92012467056124;;;;47.59-8/99;4781;;;47.59-8/99;;R;96600000
008;562;;PRM CARLOS BARBOSA;3;RIO BRANCO;LOJA TERREA;88;CENTRO;RS;1471;CARLOS BARBOSA;;;;F;1;92012467056205;;;;47.81-4/00;4781;;;47.81-4/00;;R;95185000
008;563;;GRZ SAO SEBASTIAO DO CAI;3;PINHEIRO MACHADO;SALA 2A E 3A;777;CENTRO;RS;41;SAO SEBASTIAO DO CAI;;;;F;1;92012467056396;;;;47.81-4/00;4781;;;47.81-4/00;;R;95760000
008;564;;PRM CORONEL FREITAS;3;SANTA CATARINA;TERREO;1200;CENTRO;SC;1240;CORONEL FREITAS;;;;F;1;92012467056477;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89840000
008;565;;GRZ SAO MIGUEL DO OESTE;3;SANTOS DUMONT;SALA 1;519;CENTRO;SC;145;SAO MIGUEL DO OESTE;;;;F;1;92012467056558;;;;47.81-4/00;4781;;;47.81-4/00;;R;89900000
008;566;;GZT PORTO ALEGRE;3;VOLUNTARIO DA PATRIA;LOJA 170;294;CENTRO;RS;27;PORTO ALEGRE;;;;F;1;92012467056639;;;;47.81-4/00;4781;;;47.81-4/00;;R;90030001
008;567;;GRZ JAGUARAO;3;QUINZE DE NOVEMBRO;SL COMERCIAL;249;CENTRO;RS;141;JAGUARAO;;;;F;1;92012467056710;;;;47.81-4/00;4781;;;47.81-4/00;;R;96300000
008;568;;GRZ RIO PARDO;3;JOAO PESSOA;LOJA TERREA;751;CENTRO;RS;139;RIO PARDO;;;;F;1;92012467056809;;;;47.81-4/00;4781;;;47.81-4/00;;R;96640000
008;569;;GRZ FRAIBURGO;3;PADRE BIAGGIO SIMONETTI;SL COMERCIAL;254;CENTRO;SC;685;FRAIBURGO;;;;F;1;92012467056981;;;;47.81-4/00;4781;;;47.81-4/00;;R;89580000
008;570;;GRZ MARAVILHA;3;SETE DE SETEMBRO;SALA 1 E 2;4711;CENTRO;SC;362;MARAVILHA;;;;F;1;92012467057015;;;;47.59-8/99;4781;;;47.59-8/99;;AV;89874000
008;571;;PRM MARMELEIRO;3;DAMBROS E PIVA;SALA 1;765;CENTRO;PR;1002;MARMELEIRO;;;;F;1;92012467057104;;;;47.81-4/00;4781;;;47.81-4/00;;AV;85614020
008;572;;TOT SAO MIGUEL DO OESTE;3;SANTOS DUMONT;SALA 01;300;CENTRO;SC;145;SAO MIGUEL DO OESTE;;;;F;1;92012467057287;;;;47.59-8/99;4781;;;47.59-8/99;;R;89900000
008;573;;PRM SANTO ANTONIO DO SUDOESTE;3;BRASIL;;1930;CENTRO;PR;1413;SANTO ANTONIO DO SUDOESTE;;;;F;1;92012467057368;;;;47.81-4/00;4781;;;47.81-4/00;;AV;85710000
008;574;;PRM VERANOPOLIS;3;MARECHAL DEODORO DA FONSECA;LOJA 101;270;CENTRO;RS;420;VERANOPOLIS;;;;F;1;92012467057449;;;;47.81-4/00;4781;;;47.81-4/00;;R;95330000
008;575;;GRZ CLEVELANDIA;3;CORONEL FERREIRA BELLO;SL COMERCIAL;22;CENTRO;PR;1123;CLEVELANDIA;;;;F;1;92012467057520;;;;47.81-4/00;4781;;;47.81-4/00;;R;85530000
008;576;;PRM SANTA ROSA;3;FLORES DA CUNHA;;1054;CRUZEIRO;RS;59;SANTA ROSA;;;;F;1;92012467057600;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98789120
008;577;;TOT PINHAO;3;TRIFON HANYSZ;SL COMERCIAL;194;CENTRO;PR;543;PINHAO;;;;F;1;92012467057791;;;;47.59-8/99;4781;;;47.59-8/99;;AV;85170000
