codigo_empresa;tipo_colaborador;cadastro_colaborador;data_inicio_periodo_ferias;data_inicio_ferias;codigo_tabela_eventos;codigo_evento;referencia_evento;valor_evento
4;1;145459;10/11/1998;07/02/2000;1;2000;0,00;138,09
4;1;145459;10/11/1998;07/02/2000;1;2014;0,00;84,71
4;1;145459;10/11/1998;01/08/2000;1;204;10,00;742,00
4;1;145459;10/11/1998;01/08/2000;1;558;0,00;247,33
4;1;145459;10/11/1998;01/08/2000;1;2000;0,00;108,83
4;1;145459;10/11/1999;22/01/2001;1;204;20,00;1484,00
4;1;145459;10/11/1999;22/01/2001;1;558;0,00;494,67
4;1;145459;10/11/1999;22/01/2001;1;2000;0,00;146,11
4;1;145459;10/11/1999;22/01/2001;1;2014;0,00;112,88
4;1;145459;10/11/1999;22/10/2001;1;204;10,00;1095,33
4;1;145459;10/11/1999;22/10/2001;1;558;0,00;365,11
4;1;145459;10/11/1999;22/10/2001;1;2000;0,00;157,30
4;1;145459;10/11/1999;22/10/2001;1;2014;0,00;33,47
4;1;145459;10/11/2000;04/02/2002;1;204;20,00;2232,00
4;1;145459;10/11/2000;04/02/2002;1;558;0,00;744,00
4;1;145459;10/11/2000;04/02/2002;1;2000;0,00;157,30
4;1;145459;10/11/2000;04/02/2002;1;2014;0,00;293,76
4;1;145459;10/11/2000;21/10/2002;1;204;10,00;1116,00
4;1;145459;10/11/2000;21/10/2002;1;558;0,00;372,00
4;1;145459;10/11/2000;21/10/2002;1;2000;0,00;163,68
4;1;145459;10/11/2001;13/01/2003;1;204;20,00;2232,00
4;1;145459;10/11/2001;13/01/2003;1;558;0,00;744,00
4;1;145459;10/11/2001;13/01/2003;1;2000;0,00;171,77
4;1;145459;10/11/2001;13/01/2003;1;2014;0,00;289,78
4;1;145459;10/11/2001;06/10/2003;1;204;10,00;1268,64
4;1;145459;10/11/2001;06/10/2003;1;558;0,00;422,88
4;1;145459;10/11/2001;06/10/2003;1;2000;0,00;186,07
4;1;145459;10/11/2001;06/10/2003;1;2014;0,00;63,23
4;1;145459;10/11/2002;26/01/2004;1;204;20,00;2537,28
4;1;145459;10/11/2002;26/01/2004;1;558;0,00;845,76
4;1;145459;10/11/2002;26/01/2004;1;2000;0,00;264,00
4;1;145459;10/11/2002;26/01/2004;1;2014;0,00;376,36
4;1;145459;10/11/2002;01/10/2004;1;204;10,00;1512,00
4;1;145459;10/11/2002;01/10/2004;1;558;0,00;504,00
4;1;145459;10/11/2002;01/10/2004;1;2000;0,00;221,76
4;1;145459;10/11/2002;01/10/2004;1;2014;0,00;63,64
