codigo_empresa;tipo_colaborador;cadastro_colaborador;data_pagamento;dias_aviso_indenizado;dias_aviso_reavido;dias_saldo_salarios;dias_fim_contrato_antecipado;salario_final_aviso;saldo_anterior_fgts;homologacao_dissidio_coletivo;motivo_complementar;salario_base;integrar_rescisao;aviso_previo;dias_aviso_indenizado_acrescimo;dias_aviso_reavido_acrescimo;termo_quitacao_trct
8;1;232793;26/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;233277;13/10/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;233528;30/04/2001;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;233935;09/05/2002;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;234354;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;234435;26/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;234516;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;234516;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;235130;31/03/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;235156;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;235245;04/05/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;235733;24/03/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;236217;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;236535;10/06/2003;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;236756;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;236811;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;236918;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;236918;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;238490;06/02/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;238805;16/09/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;238848;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;239143;24/03/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;239275;26/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;239682;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;239968;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;240885;04/05/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;242764;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;243108;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;243124;06/02/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;243795;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;243914;02/05/2024;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;243914;06/05/2025;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;243922;06/07/2005;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;243973;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;244040;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;244244;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;244678;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;245038;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;245232;29/04/2004;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;246077;16/06/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;247367;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;247383;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;247651;14/05/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;247774;30/08/2004;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;247839;16/06/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;247952;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;247961;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;248096;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;248118;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;248266;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;248525;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;248568;14/05/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;248657;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;248673;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;248975;31/10/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;249084;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;249297;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;249394;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;249653;17/08/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;249718;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;249777;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;249882;29/12/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;250058;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;250236;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;250244;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;250431;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;250538;29/12/2020;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;250589;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;250724;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;250767;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;250929;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;251003;16/06/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;251194;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;251437;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;251607;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;251674;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;252140;30/04/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;252140;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;252310;14/04/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;252409;08/09/2009;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;252590;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;252841;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;252956;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;253189;06/02/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;253219;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;253227;06/02/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;253243;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;253812;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;253944;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;254096;17/08/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;254363;14/08/2003;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;254738;22/01/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;255548;26/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;255858;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;256901;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;256927;27/05/2016;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;256986;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;257087;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;257184;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;257303;31/03/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;257516;21/07/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;257524;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;257524;04/05/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;257532;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;257559;24/03/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;257567;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;257567;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258105;30/04/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258172;14/04/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258181;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258181;30/04/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258199;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258211;09/11/2009;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258229;25/05/2018;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;258407;20/11/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258555;27/05/2016;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;258636;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258717;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258725;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258792;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;258831;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;259080;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;259195;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;259306;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;259403;16/06/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;259527;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;259608;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;259748;20/11/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;259837;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;259985;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;260096;21/05/2010;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;260282;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;260312;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;260321;19/02/2015;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;260495;28/06/2021;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;260533;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;260649;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;260665;19/05/2016;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;260754;17/08/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;260819;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;261190;06/02/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;261203;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;261254;30/04/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;261297;26/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;261335;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
