codigo_empresa;tipo_colaborador;cadastro_colaborador;data_inicio_periodo_ferias;data_inicio_ferias;tipo_ferias;opcao_13_salario;data_pagamento_recibo;dias_ferias;dias_abono;salario_base
4;1;353671;05/05/2003;20/12/2004;N;S;01/12/2004;30;0;0
4;1;353671;05/05/2004;20/12/2005;N;S;16/12/2005;30;0;0
4;1;353671;05/05/2005;11/12/2006;N;S;07/12/2006;30;0;0
4;1;353671;05/05/2006;26/12/2007;N;S;21/12/2007;20;10;0
282;1;361488;02/02/2004;03/02/2005;N;S;01/02/2005;30;0;0
282;1;361488;02/02/2005;06/02/2006;N;S;02/02/2006;20;0;0
282;1;361488;02/02/2005;27/12/2006;N;S;22/12/2006;10;0;0
282;1;361488;02/02/2006;05/02/2007;N;S;02/02/2007;20;0;0
282;1;361488;02/02/2006;26/12/2007;N;S;21/12/2007;10;0;0
282;1;361488;02/02/2007;06/02/2008;N;S;04/02/2008;20;10;0
282;1;361488;02/02/2008;05/02/2009;N;S;03/02/2009;30;0;0
4;1;364967;02/08/2004;15/12/2005;N;S;13/12/2005;30;0;0
282;1;365246;10/08/2004;16/01/2006;N;S;12/01/2006;30;0;0
282;1;365246;10/08/2005;13/11/2006;N;S;09/11/2006;20;10;0
282;1;365246;10/08/2006;02/01/2008;N;S;28/12/2007;30;0;0
282;1;365246;10/08/2007;22/12/2008;N;S;18/12/2008;30;0;0
282;1;365246;10/08/2008;21/12/2009;N;S;17/12/2009;30;0;0
282;1;365246;10/08/2009;20/12/2010;N;S;16/12/2010;30;0;0
282;1;365246;10/08/2010;19/12/2011;N;S;16/12/2011;30;0;0
282;1;365246;10/08/2011;17/12/2012;N;S;14/12/2012;30;0;0
282;1;365246;10/08/2012;23/12/2013;N;S;20/12/2013;30;0;0
282;1;365246;10/08/2013;22/12/2014;N;S;19/12/2014;30;0;0
282;1;365246;10/08/2014;21/12/2015;N;S;18/12/2015;30;0;0
282;1;365246;10/08/2015;19/12/2016;N;S;16/12/2016;30;0;0
4;1;365718;06/09/2004;26/09/2005;N;S;01/09/2005;30;0;0
4;1;365718;06/09/2005;11/12/2006;N;S;07/12/2006;30;0;0
4;1;365718;06/09/2006;13/12/2007;N;S;11/12/2007;30;0;0
4;1;365718;06/09/2007;22/12/2008;N;S;18/12/2008;30;0;0
4;1;365718;06/09/2008;17/12/2009;N;S;15/12/2009;30;0;0
4;1;365718;06/09/2009;16/12/2010;N;S;14/12/2010;30;0;0
4;1;365718;06/09/2010;19/12/2011;N;S;16/12/2011;30;0;0
4;1;376268;01/12/2005;01/08/2007;N;S;30/07/2007;30;0;0
282;1;376560;01/06/2006;02/08/2007;N;S;31/07/2007;30;0;0
282;1;376560;01/06/2007;30/06/2008;N;S;26/06/2008;30;0;0
282;1;376560;01/06/2008;08/09/2009;N;S;04/09/2009;30;0;0
282;1;376560;01/06/2009;08/11/2010;N;S;04/11/2010;30;0;0
282;1;376560;01/06/2010;07/11/2011;N;S;04/11/2011;30;0;0
282;1;376560;01/06/2011;05/11/2012;N;S;01/11/2012;30;0;0
282;1;376560;01/06/2012;04/11/2013;N;S;01/11/2013;30;0;0
282;1;376560;01/06/2013;17/11/2014;N;S;14/11/2014;30;0;0
282;1;376560;01/06/2014;25/01/2016;N;S;22/01/2016;30;0;0
282;1;376560;01/06/2015;14/11/2016;N;S;11/11/2016;30;0;0
282;1;376560;01/06/2016;15/09/2017;N;S;13/09/2017;30;0;0
282;1;376560;01/06/2017;17/12/2018;N;S;14/12/2018;30;0;0
282;1;376560;01/06/2018;16/12/2019;N;S;13/12/2019;30;0;0
282;1;376560;01/06/2019;06/04/2020;N;S;05/05/2020;15;0;0
282;1;377248;15/03/2007;22/12/2008;N;S;18/12/2008;10;0;0
282;1;377248;15/03/2007;09/02/2009;N;S;05/02/2009;20;0;0
282;1;377248;15/03/2008;22/12/2009;N;S;18/12/2009;10;0;0
282;1;377248;15/03/2008;08/02/2010;N;S;04/02/2010;20;0;0
282;1;377248;15/03/2009;13/12/2010;N;S;09/12/2010;20;10;0
282;1;377248;15/03/2010;12/12/2011;N;S;09/12/2011;20;10;0
282;1;377248;15/03/2011;28/11/2012;N;S;26/11/2012;30;0;0
6;1;378278;15/05/2008;31/08/2009;N;S;27/08/2009;30;0;0
6;1;378278;15/05/2009;31/05/2010;N;S;27/05/2010;30;0;0
6;1;378278;15/05/2010;15/08/2011;N;S;12/08/2011;30;0;0
6;1;378278;15/05/2011;16/07/2012;N;S;13/07/2012;30;0;0
6;1;378278;15/05/2012;27/05/2013;N;S;24/05/2013;30;0;0
6;1;378278;15/05/2013;09/10/2014;N;S;07/10/2014;30;0;0
6;1;378278;15/05/2014;14/12/2015;N;S;11/12/2015;20;10;0
6;1;378278;15/05/2015;02/01/2017;N;S;30/12/2016;30;0;0
6;1;378278;15/05/2016;11/12/2017;N;S;08/12/2017;30;0;0
8;1;378566;05/09/2008;05/10/2009;N;S;01/10/2009;30;0;0
8;1;378566;05/09/2009;03/02/2011;N;S;01/02/2011;30;0;0
8;1;378566;05/09/2010;02/01/2012;N;S;30/12/2011;30;0;0
282;1;379038;27/04/2009;10/01/2011;N;S;06/01/2011;30;0;0
282;1;379038;27/04/2010;16/01/2012;N;S;13/01/2012;30;0;0
282;1;379038;27/04/2011;07/01/2013;N;S;04/01/2013;30;0;0
4;1;379677;20/12/2018;23/11/2020;N;S;20/11/2020;15;0;0
4;1;379677;20/12/2019;18/10/2021;N;S;15/10/2021;30;0;0
4;1;379677;20/12/2020;21/02/2022;N;S;18/02/2022;30;0;0
4;1;379677;20/12/2021;13/02/2023;N;S;09/02/2023;30;0;0
276;1;379762;12/03/2010;05/09/2011;N;S;02/09/2011;30;0;0
276;1;379762;12/03/2011;01/10/2012;N;S;28/09/2012;30;0;0
276;1;379762;12/03/2012;01/04/2013;N;S;28/03/2013;30;0;0
276;1;379762;12/03/2013;20/03/2014;N;S;18/03/2014;30;0;0
276;1;379762;12/03/2014;31/03/2015;N;S;27/03/2015;30;0;0
276;1;379762;12/03/2015;15/09/2016;N;S;13/09/2016;30;0;0
276;1;379762;12/03/2016;27/03/2017;N;S;24/03/2017;30;0;0
276;1;379762;12/03/2017;02/04/2018;N;S;30/03/2018;30;0;0
8;1;380580;01/02/2011;19/12/2011;C;S;15/12/2011;27,5;0;0
8;1;380580;19/12/2011;31/12/2012;N;S;27/12/2012;30;0;0
8;1;380580;19/12/2012;23/12/2013;N;S;19/12/2013;30;0;0
