codigo_empresa;codigo_filial;razao_social;nome_filial;endereco_filial;complemento_endereco;numero_endereco;codigo_bairro;estado;codigo_cidade;codigo_ddi_telefone;codigo_ddd_telefone;numero_telefone;tipo_filial;tipo_inscricao;numero_inscricao;codigo_cei;inscricao_estadual;inscricao_municipal;cnae_fiscal;codigo_nac_atv_economica;inscricao_cno;inscricao_caepf;cnae_fiscal_preponderante;tipo_caepf;tipo_logradouro;codigo_cep_filial;nome_empresarial_completo
8;387;GRAZZIOTIN S/A;PRM - PALMAS 387;AUGUSTO GUIMARAES;;1008;4614;PR;4117602;55;0;;F;1;092012467038738;;;;4781400;4781;;;4781400;1;R;85555000;GRAZZIOTIN S A PALMAS 387
8;388;GRAZZIOTIN S/A;TOT - NOVA PRATA 388;PRESIDENTE VARGAS;;577;2233;RS;4313300;55;0;;F;1;092012467038819;;;;4781400;4781;;;4781400;1;AV;95320000;GRAZZIOTIN S A NOVA PRATA 388
8;389;GRAZZIOTIN S/A;PRM - CARAZINHO 389;FLORES DA CUNHA;;4191;63;RS;4304705;55;0;;F;1;092012467038908;;;;4781400;4781;;;4781400;1;AV;99500000;GRAZZIOTIN S A CARAZINHO 389
8;390;GRAZZIOTIN S/A;GRZ - VIAMAO 390;REVERENDO AMERICO VESPUCIO CABRAL;;368;596;RS;4323002;55;0;;F;1;092012467039033;;;;4781400;4781;;;4781400;1;R;94410300;GRAZZIOTIN S A VIAMAO 390
8;391;GRAZZIOTIN S/A;PRM - RIO PARDO 391;GENERAL ANDRADE NEVES;;356;4653;RS;4315701;55;0;;F;1;092012467039114;;;;4781400;4781;;;4781400;1;R;96640000;GRAZZIOTIN S A RIO PARDO 391
8;392;GRAZZIOTIN S/A;TOT - ARROIO GRANDE 392;VISCONDE DE MAUA;;821;2819;RS;4301305;55;0;;F;1;092012467039203;;;;4759899;4781;;;4759899;1;R;96330000;GRAZZIOTIN S A ARROIO GRANDE 392
8;393;GRAZZIOTIN S/A;PRM - REALEZA 393;BRUNO ZUTTION;SALA 11;3477;4602;PR;4121406;55;0;;F;1;092012467039386;;;;4781400;4781;;;4781400;1;AV;85770000;GRAZZIOTIN S A REALEZA  393
8;394;GRAZZIOTIN S/A;TOT - CARAZINHO 394;FLORES DA CUNHA;;4189;63;RS;4304705;55;0;;F;1;092012467039467;;;;4781400;4781;;;4781400;1;AV;99500000;GRAZZIOTIN S A CARAZINHO 394
8;395;GRAZZIOTIN S/A;FRG - CHAPECO 395;MARECHAL JOSE B BORMANN;E;119;249;SC;4204202;55;0;;F;1;092012467039548;;;;4781400;4781;;;4781400;1;R;89802120;GRAZZIOTIN SA CHAPECO 395
8;396;GRAZZIOTIN S/A;PRM - CONCORDIA 396;ORESTES FARINA;SALA A;205;267;SC;4204301;55;0;;F;1;092012467039629;;;;4781400;4781;;;4781400;1;R;89700071;GRAZZIOTIN SA CONCORDIA 396
8;397;GRAZZIOTIN S/A;PRM - TEUTONIA 397;TRES DE OUTUBRO;SALA 02;298;4767;RS;4321451;55;0;;F;1;092012467039700;;;;4781400;4781;;;4781400;1;R;95890000;GRAZZIOTIN SA TEUTONIA 397
8;398;GRAZZIOTIN S/A;PRM - PINHAO 398;QUINZE DE NOVEMBRO;SL COMERCIAL;115;4728;PR;4119301;55;0;;F;1;092012467039890;;;;4781400;4781;;;4781400;1;R;85170000;GRAZZIOTIN SA PINHAO 398
8;399;GRAZZIOTIN S/A;PRM - SANTIAGO 399;TITO BECCON;TERREA;1455;179;RS;4317400;55;0;;F;1;092012467039971;;;;4781400;4781;;;4781400;1;R;97700400;GRAZZIOTIN SA SANTIAGO 399
8;400;GRAZZIOTIN S/A;PRM - SANTA MARIA 400;MEDIANEIRA;;1092;18;RS;4316907;55;0;;F;1;092012467040040;;;;4781400;4781;;;4781400;1;AV;97060003;GRAZZIOTIN SA SANTA MARIA 400
8;401;GRAZZIOTIN S/A;PRM - JULIO DE CASTILHOS 401;BARAO DO RIO BRANCO;;260;4763;RS;4311205;55;0;;F;1;092012467040120;;;;4781400;4781;;;4781400;1;R;98130000;GRAZZIOTIN SA JULIO DE CASTILHOS 401
8;402;GRAZZIOTIN S/A;TOT - SANTA MARIA 402;DO ACAMPAMENTO;SALA 01;244;18;RS;4316907;55;0;;F;1;092012467040201;;;;4759899;4781;;;4759899;1;R;97050240;GRAZZIOTIN SA SANTA MARIA 402
8;403;GRAZZIOTIN S/A;PRM - GUARAPUAVA 403;CAPITAO ROCHA;;1675;952;PR;4109401;55;0;;F;1;092012467040392;;;;4781400;4781;;;4781400;1;R;85010270;GRAZZIOTIN SA GUARAPUAVA 403
8;404;GRAZZIOTIN S/A;PRM - FREDERICO WESTPHALEN 404;DO COMERCIO;SALA 101;499;4219;RS;4308508;55;0;;F;1;092012467040473;;;;4781400;4781;;;4781400;1;R;98400000;GRAZZIOTIN SA FREDERICO WESTPHALEN 404
8;405;GRAZZIOTIN S/A;PRM - ITAQUI 405;DAVID CANABARRO;;1200;486;RS;4310603;55;0;;F;1;092012467040554;;;;4781400;4781;;;4781400;1;R;97650000;GRAZZIOTIN SA ITAQUI 405
8;406;GRAZZIOTIN S/A;TOT - SAO FRANCISCO DE ASSIS 406;13 DE JANEIRO;;1244;3083;RS;4318101;55;0;;F;1;092012467040635;;;;4759899;4781;;;4759899;1;R;97610000;GRAZZIOTIN SA SAO FRANCISCO DE ASSIS 406
8;407;GRAZZIOTIN S/A;PRM - RESTINGA SECA 407;JULIO DE CASTILHOS;;615;4804;RS;4315503;55;0;;F;1;092012467040716;;;;4781400;4781;;;4781400;1;AV;97200000;GRAZZIOTIN SA RESTINGA SECA 407
8;408;GRAZZIOTIN S/A;PRM - CLEVELANDIA 408;CORONEL MANOEL FERREIRA BELLO;;136;4821;PR;4105706;55;0;;F;1;092012467040805;;;;4781400;4781;;;4781400;1;R;85530000;GRAZZIOTIN SA CLEVELANDIA 408
8;409;GRAZZIOTIN S/A;TOT - PANAMBI 409;BARAO DO RIO BRANCO;;910;2528;RS;4313904;55;0;;F;1;092012467040988;;;;4759899;4781;;;4759899;1;R;98280000;GRAZZIOTIN SA PANAMBI 409
8;410;GRAZZIOTIN S/A;TOT - SAO SEPE 410;CLEMENCIANO BARNASQUE;;1484;3345;RS;4319604;55;0;;F;1;092012467041011;;;;4759899;4781;;;4759899;1;R;97340000;GRAZZIOTIN SA SAO SEPE 410
8;411;GRAZZIOTIN S/A;PRM - ALEGRETE 411;DOS ANDRADAS;SALA TERREA;657;317;RS;4300406;55;0;;F;1;092012467041100;;;;4781400;4781;;;4781400;1;R;97541001;GRAZZIOTIN SA ALEGRETE 411
8;412;GRAZZIOTIN S/A;PRM - SAO LEOPOLDO 412;PAROBE;;464;211;RS;4318705;55;0;;F;1;092012467041283;;;;4781400;4781;;;4781400;1;AV;93125000;GRAZZIOTIN SA SAO LEOPOLDO 412
8;413;GRAZZIOTIN S/A;FRG - SAO LEOPOLDO 413;PRIMEIRO DE MARCO;;658;117;RS;4318705;55;0;;F;1;092012467041364;;;;4781400;4781;;;4781400;1;R;93010210;GRAZZIOTIN SA SAO LEOPOLDO 413
8;414;GRAZZIOTIN S/A;TOT - GIRUA 414;FRANCISCO LEOPOLDO UHRY;;230;2276;RS;4309001;55;0;;F;1;092012467041445;;;;4759899;4781;;;4759899;1;R;98870970;GRAZZIOTIN SA GIRUA 414
8;415;GRAZZIOTIN S/A;GRZ - CACAPAVA DO SUL 415;15 DE NOVEMBRO;;539;440;RS;4302808;55;0;;F;1;092012467041526;;;;4781400;4781;;;4781400;1;R;96570970;GRAZZIOTIN SA CACAPAVA DO SUL 415
8;416;GRAZZIOTIN S/A;TOT - FRAIBURGO 416;NEREU RAMOS;;552;2538;SC;4205506;55;0;;F;1;092012467041607;;;;4759899;4781;;;4759899;1;R;89580000;GRAZZIOTIN SA FRAIBURGO 416
8;417;GRAZZIOTIN S/A;FRG - PASSO FUNDO 417;CORONEL CHICUTA;SALA 107;355;2;RS;4314100;55;0;;F;1;092012467041798;;;;4781400;4781;;;4781400;1;R;99010050;GRAZZIOTIN SA PASSO FUNDO 417
8;418;GRAZZIOTIN S/A;PRM - SAO MATEUS DO SUL 418;DOM PEDRO II;;552;4984;PR;4125605;55;0;;F;1;092012467041879;;;;4781400;4781;;;4781400;1;R;83900000;GRAZZIOTIN SA SAO MATEUS DO SUL 418
8;419;GRAZZIOTIN S/A;PRM - SEBERI 419;GENERAL FLORES DA CUNHA;;1048;4898;RS;4320206;55;0;;F;1;092012467041950;;;;4781400;4781;;;4781400;1;AV;98380970;GRAZZIOTIN SA SEBERI 419
8;420;GRAZZIOTIN S/A;PRM - PELOTAS 420;VINTE DE SETEMBRO;;482;330;RS;4314407;55;0;;F;1;092012467042093;;;;4781400;4781;;;4781400;1;PC;96015360;GRAZZIOTIN SA PELOTAS 420
8;421;GRAZZIOTIN S/A;FRG - SANTA MARIA 421;DAS DORES;SALA 233;305;18;RS;4316907;55;0;;F;1;092012467042174;;;;4781400;4781;;;4781400;1;AV;97050530;GRAZZIOTIN SA SANTA MARIA 421
8;422;GRAZZIOTIN S/A;PRM - XANXERE 422;JOSE DE MIRANDA RAMOS;;100;525;SC;4219507;55;0;;F;1;092012467042255;;;;4781400;4781;;;4781400;1;R;89820000;GRAZZIOTIN SA XANXERE 422
8;423;GRAZZIOTIN S/A;PRM - CONSTANTINA 423;PRESIDENTE VARGAS;;454;4957;RS;4305801;55;0;;F;1;092012467042336;;;;4781400;4781;;;4781400;1;AV;99680000;GRAZZIOTIN SA CONSTANTINA 423
8;424;GRAZZIOTIN S/A;PRM - CANOAS 424;RIO GRANDE DO SUL;;217;1070;RS;4304606;55;0;;F;1;092012467042417;;;;4781400;4781;;;4781400;1;R;92330000;GRAZZIOTIN SA CANOAS 424
8;425;GRAZZIOTIN S/A;GRZ - CANOINHAS 425;FRANCISCO DE PAULA PEREIRA;;564;884;SC;4203808;55;0;;F;1;092012467042506;;;;4781400;4781;;;4781400;1;R;89460970;GRAZZIOTIN SA CANOINHAS 425
8;427;GRAZZIOTIN S/A;PRM - CORREIA PINTO 427;BELIZARIO RAMOS;;58;4976;SC;4204558;55;0;;F;1;092012467042760;;;;4781400;4781;;;4781400;1;R;88535000;GRAZZIOTIN SA CORREIA PINTO 427
8;428;GRAZZIOTIN S/A;TOT - SANTANA DO LIVRAMENTO 428;DOS ANDRADAS;;559;147;RS;4317103;55;0;;F;1;092012467042840;;;;4759899;4781;;;4759899;1;R;97573565;GRAZZIOTIN SA SANTANA DO LIVRAMENTO 428
8;429;GRAZZIOTIN S/A;GRZ - PELOTAS 429;MARECHAL FLORIANO PEIXOTO;E 158 A;158;330;RS;4314407;55;0;;F;1;092012467042921;;;;4781400;4781;;;4781400;1;R;96015440;GRAZZIOTIN SA PELOTAS 429
8;430;GRAZZIOTIN S/A;GRZ - SANTANA DO LIVRAMENTO 430;DOS ANDRADAS;;385;147;RS;4317103;55;0;;F;1;092012467043065;;;;4781400;4781;;;4781400;1;R;97573565;GRAZZIOTIN SA SANTANA DO LIVRAMENTO 430
8;431;GRAZZIOTIN S/A;TOT - SAO LUIZ GONZAGA 431;SENADOR PINHEIRO MACHADO;;2445;152;RS;4318903;55;0;;F;1;092012467043146;;;;4759899;4781;;;4759899;1;AV;97800000;GRAZZIOTIN SA SAO LUIZ GONZAGA 431
8;432;GRAZZIOTIN S/A;PRM - PASSO FUNDO 432;PRESIDENTE VARGAS;SALA A;20;8;RS;4314100;55;0;;F;1;092012467043227;;;;4781400;4781;;;4781400;1;AV;99070000;GRAZZIOTIN SA PASSO FUNDO 432
8;433;GRAZZIOTIN S/A;PRM - SANTO ANTONIO DAS MISSOES 433;ASSIS ANTONIO DIAS;;3440;5028;RS;4317707;55;0;;F;1;092012467043308;;;;4781400;4781;;;4781400;1;R;97870000;GRAZZIOTIN SA SANTO ANTONIO DAS MISSOES 433
8;434;GRAZZIOTIN S/A;TOT - CANOINHAS 434;CORONEL ALBUQUERQUE;;741;884;SC;4203808;55;0;;F;1;092012467043499;;;;4781400;4781;;;4781400;1;R;89460000;GRAZZIOTIN SA CANOINHAS 434
8;435;GRAZZIOTIN S/A;PRM - CANOINHAS 435;CORONEL ALBUQUERQUE;SALA 03;747;884;SC;4203808;55;0;;F;1;092012467043570;;;;4781400;4781;;;4781400;1;R;89460000;GRAZZIOTIN SA CANOINHAS 435
8;436;GRAZZIOTIN S/A;PRM - OTACILIO COSTA 436;BAHIA;;55;5046;SC;4211751;55;0;;F;1;092012467043650;;;;4781400;4781;;;4781400;1;R;88540000;GRAZZIOTIN SA OTACILIO COSTA 436
8;437;GRAZZIOTIN S/A;GRZ - SAO LUIZ GONZAGA 437;SENADOR PINHEIRO MACHADO;;2465;152;RS;4318903;55;0;;F;1;092012467043731;;;;4781400;4781;;;4781400;1;AV;97800000;GRAZZIOTIN SA SAO LUIZ GONZAGA 437
8;438;GRAZZIOTIN S/A;GRZ - IBIRUBA 438;SETE DE SETEMBRO;;1122;2936;RS;4310009;55;0;;F;1;092012467043812;;;;4781400;4781;;;4781400;1;R;98200970;GRAZZIOTIN SA IBIRUBA 438
8;439;GRAZZIOTIN S/A;GRZ - TRES PASSOS 439;BENTO GONCALVES;;383;237;RS;4321907;55;0;;F;1;092012467043901;;;;4781400;4781;;;4781400;1;R;98600970;GRAZZIOTIN SA TRES PASSOS 439
8;440;GRAZZIOTIN S/A;PRM - ABELARDO LUZ 440;CASTELO BRANCO;SALA 01;1578;5160;SC;4200101;55;0;;F;1;092012467044037;;;;4781400;4781;;;4781400;1;AV;89830000;GRAZZIOTIN SA ABELARDO LUZ 440
8;441;GRAZZIOTIN S/A;PRM - LAGES 441;MARECHAL FLORIANO;;373;491;SC;4209300;55;0;;F;1;092012467044118;;;;4781400;4781;;;4781400;1;AV;88501103;GRAZZIOTIN SA LAGES 441
8;442;GRAZZIOTIN S/A;PRM - FAXINAL DO SOTURNO 442;VICENTE PIGATTO;;950;5185;RS;4308003;55;0;;F;1;092012467044207;;;;4781400;4781;;;4781400;1;AV;97220970;GRAZZIOTIN SA FAXINAL DO SOTURNO 442
8;443;GRAZZIOTIN S/A;TOT - SANTA BARBARA DO SUL 443;CORONEL VITOR DUMONCEL;;1275;4390;RS;4316709;55;0;;F;1;092012467044380;;;;4781400;4781;;;4781400;1;AV;98240000;GRAZZIOTIN SA SANTA BARBARA DO SUL 443
8;444;GRAZZIOTIN S/A;PRM - SOBRADINHO 444;GENERAL OSORIO;;99;5203;RS;4320701;55;0;;F;1;092012467044460;;;;4781400;4781;;;4781400;1;R;96900000;GRAZZIOTIN SA SOBRADINHO 444
8;445;GRAZZIOTIN S/A;GRZ - SANTIAGO 445;TITO BECCON;;1445;179;RS;4317400;55;0;;F;1;092012467044541;;;;4781400;4781;;;4781400;1;R;97700400;GRAZZIOTIN SA SANTIAGO 445
8;446;GRAZZIOTIN S/A;TOT - JULIO DE CASTILHOS 446;GETULIO VARGAS;;16;4763;RS;4311205;55;0;;F;1;092012467044622;;;;4759899;4781;;;4759899;1;AV;98130000;GRAZZIOTIN SA JULIO DE CASTILHOS 446
8;447;GRAZZIOTIN S/A;PRM - URUGUAIANA 447;DOMINGOS DE ALMEIDA;;2027;262;RS;4322400;55;0;;F;1;092012467044703;;;;4781400;4781;;;4781400;1;R;97501633;GRAZZIOTIN SA URUGUAIANA 447
8;448;GRAZZIOTIN S/A;PRM - TAQUARA 448;MARECHAL FLORIANO;;1511;3686;RS;4321204;55;0;;F;1;092012467044894;;;;4781400;4781;;;4781400;1;R;95600032;GRAZZIOTIN SA TAQUARA 448
8;449;GRAZZIOTIN S/A;PRM - SAO JOAQUIM 449;LAURO MULLER;SALA 203;207;5282;SC;4216503;55;0;;F;1;092012467044975;;;;4781400;4781;;;4781400;1;R;88600000;GRAZZIOTIN SA SAO JOAQUIM 449
8;450;GRAZZIOTIN S/A;PRM - FAXINAL DOS GUEDES 450;SAO JOAO;;381;5334;SC;4205308;55;0;;F;1;092012467045009;;;;4781400;4781;;;4781400;1;AV;89694000;GRAZZIOTIN SA FAXINAL DOS GUEDES 450
8;451;GRAZZIOTIN S/A;PRM - SAO BORJA 451;CANDIDO FALCAO;SALA 02;940;165;RS;4318002;55;0;;F;1;092012467045190;;;;4781400;4781;;;4781400;1;R;97670000;GRAZZIOTIN SA SAO BORJA 451
8;452;GRAZZIOTIN S/A;TOT - SANTO AUGUSTO 452;INDEPENDENCIA;SALA 1;214;3457;RS;4317806;55;0;;F;1;092012467045270;;;;4759899;4781;;;4759899;1;R;98590000;GRAZZIOTIN SA SANTO AUGUSTO 452
8;453;GRAZZIOTIN S/A;PRM - RODEIO BONITO 453;DO COMERCIO;;990;5351;RS;4315909;55;0;;F;1;092012467045351;;;;4781400;4781;;;4781400;1;AV;98360000;GRAZZIOTIN SA RODEIO BONITO 453
8;454;GRAZZIOTIN S/A;PRM - ARVOREZINHA 454;DALTRO FILHO;;115;5341;RS;4301404;55;0;;F;1;092012467045432;;;;4781400;4781;;;4781400;1;R;95995000;GRAZZIOTIN SA ARVOREZINHA 454
8;455;GRAZZIOTIN S/A;GRZ - ITAQUI 455;QUINZE DE NOVEMBRO;;691;486;RS;4310603;55;0;;F;1;092012467045513;;;;4781400;4781;;;4781400;1;R;97650970;GRAZZIOTIN SA ITAQUI 455
8;456;GRAZZIOTIN S/A;PRM - ERVAL SECO 456;HARRY LUERSEN;;184;4939;RS;4307302;55;0;;F;1;092012467045602;;;;4781400;4781;;;4781400;1;AV;98390970;GRAZZIOTIN SA ERVAL SECO 456
8;457;GRAZZIOTIN S/A;PRM - SAO DOMINGOS 457;BENJAMIN CONSTANT;;1078;5366;SC;4216107;55;0;;F;1;092012467045785;;;;4781400;4781;;;4781400;1;R;89835000;GRAZZIOTIN SA SAO DOMINGOS 457
8;458;GRAZZIOTIN S/A;PRM - ENCANTADO 458;BARAO DO RIO BRANCO;;617;5396;RS;4306809;55;0;;F;1;092012467045866;;;;4781400;4781;;;4781400;1;R;95960000;GRAZZIOTIN SA ENCANTADO 458
8;459;GRAZZIOTIN S/A;PRM - SAO GABRIEL 459;CORONEL SOARES;;796;160;RS;4318309;55;0;;F;1;092012467045947;;;;4781400;4781;;;4781400;1;R;97300000;GRAZZIOTIN SA SAO GABRIEL 459
8;460;GRAZZIOTIN S/A;PRM - SOLEDADE 460;MARECHAL FLORIANO PEIXOTO;;909;1175;RS;4320800;55;0;;F;1;092012467046080;;;;4781400;4781;;;4781400;1;AV;99300000;GRAZZIOTIN SA SOLEDADE 460
8;461;GRAZZIOTIN S/A;GRZ - VENANCIO AIRES 461;OSVALDO ARANHA;;1685;629;RS;4322608;55;0;;F;1;092012467046161;;;;4781400;4781;;;4781400;1;R;95800000;GRAZZIOTIN SA VENANCIO AIRES 461
8;462;GRAZZIOTIN S/A;TOT - TUPANCIRETA 462;VAZ FERREIRA;;776;3347;RS;4322202;55;0;;F;1;092012467046242;;;;4759899;4781;;;4759899;1;AV;98170000;GRAZZIOTIN SA TUPANCIRETA 462
8;463;GRAZZIOTIN S/A;TOT - CAMAQUA 463;JULIO DE CASTILHOS;sala terrea;662;156;RS;4303509;55;0;;F;1;092012467046323;;;;4759899;4781;;;4759899;1;R;96780072;GRAZZIOTIN SA CAMAQUA 463
8;464;GRAZZIOTIN S/A;GRZ - FREDERICO WESTPHALEN 464;DO COMERCIO;SALA 01;355;4219;RS;4308508;55;0;;F;1;092012467046404;;;;4781400;4781;;;4781400;1;R;98400000;GRAZZIOTIN SA FREDERICO WESTPHALEN 464
8;465;GRAZZIOTIN S/A;PRM - SAO JERONIMO 465;CORONEL SOARES DE CARVALHO;;518;5425;RS;4318408;55;0;;F;1;092012467046595;;;;4781400;4781;;;4781400;1;R;96700000;GRAZZIOTIN SA SAO JERONIMO 465
8;466;GRAZZIOTIN S/A;GRZ - AGUDO 466;CONCORDIA;;624;4180;RS;4300109;55;0;;F;1;092012467046676;;;;4781400;4781;;;4781400;1;AV;96540000;GRAZZIOTIN SA AGUDO 466
8;467;GRAZZIOTIN S/A;TOT - ALEGRETE 467;DOS ANDRADAS;;599;317;RS;4300406;55;0;;F;1;092012467046757;;;;4759899;4781;;;4759899;1;R;97541001;GRAZZIOTIN SA ALEGRETE 467
8;468;GRAZZIOTIN S/A;PRM - CRUZ ALTA 468;PINHEIRO MACHADO;;854;135;RS;4306106;55;0;;F;1;092012467046838;;;;4781400;4781;;;4781400;1;R;98005000;GRAZZIOTIN SA CRUZ ALTA 468
8;469;GRAZZIOTIN S/A;PRM - CARAZINHO 469;FLORES DA CUNHA;;633;63;RS;4304705;55;0;;F;1;092012467046919;;;;4781400;4781;;;4781400;1;AV;99500000;GRAZZIOTIN SA CARAZINHO 469
8;470;GRAZZIOTIN S/A;PRM - CHAPECO 470;SENADOR ATTILIO FRANCISCO;;2160;3295;SC;4204202;55;0;;F;1;092012467047052;;;;4781400;4781;;;4781400;1;AV;89809505;GRAZZIOTIN SA CHAPECO 470
8;471;GRAZZIOTIN S/A;GRZ - ESPUMOSO 471;ANGELO MACALOS;;366;4171;RS;4307500;55;0;;F;1;092012467047133;;;;4781400;4781;;;4781400;1;AV;99400000;GRAZZIOTIN SA ESPUMOSO 471
8;472;GRAZZIOTIN S/A;PRM - RONDA ALTA 472;XV DE NOVEMBRO;;767;5553;RS;4316105;55;0;;F;1;092012467047214;;;;4781400;4781;;;4781400;1;R;99670000;GRAZZIOTIN SA RONDA ALTA 472
8;473;GRAZZIOTIN S/A;GRZ - NOVA HARTZ 473;EMILIO JOST;;223;4448;RS;4313060;55;0;;F;1;092012467047303;;;;4781400;4781;;;4781400;1;R;93890000;GRAZZIOTIN SA NOVA HARTZ 473
8;474;GRAZZIOTIN S/A;TOT - TRES DE MAIO 474;PADRE CACIQUE;TERREO;990;754;RS;4321808;55;0;;F;1;092012467047486;;;;4759899;4781;;;4759899;1;R;98910970;GRAZZIOTIN SA TRES DE MAIO 474
8;475;GRAZZIOTIN S/A;PRM - CHAPECO 475;MARECHAL JOSE B BORMANN;;119;249;SC;4204202;55;0;;F;1;092012467047567;;;;4781400;4781;;;4781400;1;R;89802120;GRAZZIOTIN SA CHAPECO 475
8;476;GRAZZIOTIN S/A;GRZ - SANTO AUGUSTO 476;DO COMERCIO;;617;3457;RS;4317806;55;0;;F;1;092012467047648;;;;4781400;4781;;;4781400;1;AV;98590970;GRAZZIOTIN SA SANTO AUGUSTO 476
8;477;GRAZZIOTIN S/A;GRZ - TAPEJARA 477;QUINZE DE NOVEMBRO;;124;3344;RS;4320909;55;0;;F;1;092012467047729;;;;4781400;4781;;;4781400;1;R;99950970;GRAZZIOTIN SA TAPEJARA 477
8;478;GRAZZIOTIN S/A;GRZ - TUPANCIRETA 478;VAZ FERREIRA;SALA 02;1346;3347;RS;4322202;55;0;;F;1;092012467047800;;;;4781400;4781;;;4781400;1;AV;98170970;GRAZZIOTIN SA TUPANCIRETA 478
8;479;GRAZZIOTIN S/A;PRM - TAPERA 479;DUQUE DE CAXIAS;;590;5655;RS;4321006;55;0;;F;1;092012467047990;;;;4781400;4781;;;4781400;1;R;99490000;GRAZZIOTIN SA TAPERA 479
8;480;GRAZZIOTIN S/A;PRM - TUPANCIRETA 480;VAZ FERREIRA;LOJA 01;1346;3347;RS;4322202;55;0;;F;1;092012467048024;;;;4781400;4781;;;4781400;1;AV;98170970;GRAZZIOTIN SA TUPANCIRETA 480
8;481;GRAZZIOTIN S/A;PRM - PORTO ALEGRE 481;PROTASIO ALVES;SALA 02;5735;1636;RS;4314902;55;0;;F;1;092012467048105;;;;4781400;4781;;;4781400;1;AV;91310003;GRAZZIOTIN SA PORTO ALEGRE 481
8;482;GRAZZIOTIN S/A;GRZ - LAGOA VERMELHA 482;AFONSO PENA;SALA 02;581;272;RS;4311304;55;0;;F;1;092012467048296;;;;4781400;4781;;;4781400;1;AV;95300000;GRAZZIOTIN SA LAGOA VERMELHA 482
8;483;GRAZZIOTIN S/A;PRM - SAO MIGUEL DO OESTE 483;SANTOS DUMONT;SALA 01;525;1730;SC;4217204;55;0;;F;1;092012467048377;;;;4781400;4781;;;4781400;1;R;89900000;GRAZZIOTIN SA SAO MIGUEL D OESTE 483
8;484;GRAZZIOTIN S/A;PRM - CACADOR 484;BARAO DO RIO BRANCO;;875;631;SC;4203006;55;0;;F;1;092012467048458;;;;4781400;4781;;;4781400;1;AV;89500019;GRAZZIOTIN SA CACADOR 484
8;485;GRAZZIOTIN S/A;GRZ - CACADOR 485;BARAO DO RIO BRANCO;;875;631;SC;4203006;55;0;;F;1;092012467048539;;;;4781400;4781;;;4781400;1;AV;89500019;GRAZZIOTIN SA CACADOR 485
8;486;GRAZZIOTIN S/A;PRM - NOVO HAMBURGO 486;LIMA E SILVA;;433;857;RS;4313409;55;0;;F;1;092012467048610;;;;4781400;4781;;;4781400;1;R;93510030;GRAZZIOTIN SA NOVO HAMBURGO 486
8;487;GRAZZIOTIN S/A;PRM - SAPIRANGA 487;SAO PEDRO;;66;3297;RS;4319901;55;0;;F;1;092012467048709;;;;4781400;4781;;;4781400;1;R;93800000;GRAZZIOTIN SA SAPIRANGA 487
8;488;GRAZZIOTIN S/A;GRZ - NOVO HAMBURGO 488;CINCO DE ABRIL;;614;603;RS;4313409;55;0;;F;1;092012467048881;;;;4781400;4781;;;4781400;1;R;93510036;GRAZZIOTIN SA NOVO HAMBURGO 488
8;489;GRAZZIOTIN S/A;PRM - ESTRELA 489;CORONEL MUSSNICH;;566;2581;RS;4307807;55;0;;F;1;092012467048962;;;;4781400;4781;;;4781400;1;R;95880000;GRAZZIOTIN SA ESTRELA 489
8;490;GRAZZIOTIN S/A;GRZ - MONTENEGRO 490;RAMIRO BARCELOS;SALA 1;1883;255;RS;4312401;55;0;;F;1;092012467049004;;;;4781400;4781;;;4781400;1;R;95780000;GRAZZIOTIN SA MONTENEGRO 490
8;491;GRAZZIOTIN S/A;GRZ - LAJEADO 491;CORONEL JOAO BATISTA DE MELLO;;234;1123;RS;4311403;55;0;;F;1;092012467049187;;;;4781400;4781;;;4781400;1;R;95900182;GRAZZIOTIN SA LAJEADO 491
8;492;GRAZZIOTIN S/A;GRZ - PIRATINI 492;CERRO ALEGRE;;1;5834;RS;4314605;55;0;;F;1;092012467049268;;;;4781400;4781;;;4781400;1;EST;96490000;GRAZZIOTIN SA PIRATINI 492
8;493;GRAZZIOTIN S/A;PRM - PASSO FUNDO 493;BRASIL LESTE;;1055;5;RS;4314100;55;0;;F;1;092012467049349;;;;4781400;4781;;;4781400;1;AV;99050073;GRAZZIOTIN SA PASSO FUNDO 7493
8;494;GRAZZIOTIN S/A;TOT - TRIUNFO 494;LUIZ BARRETO;;519;3313;RS;4322004;55;0;;F;1;092012467049420;;;;4759899;4781;;;4759899;1;R;95840000;GRAZZIOTIN SA TRIUNFO 494
8;495;GRAZZIOTIN S/A;FRG - LAJEADO 495;ALBERTO TORRES;LOJA 01;517;1123;RS;4311403;55;0;;F;1;092012467049500;;;;4781400;4781;;;4781400;1;R;95900000;GRAZZIOTIN SA LAJEADO 495
8;496;GRAZZIOTIN S/A;TOT - RIO PARDO 496;JOAO PESSOA;;750;4653;RS;4315701;55;0;;F;1;092012467049691;;;;4759899;4781;;;4759899;1;R;96640000;GRAZZIOTIN SA RIO PARDO 496
8;497;GRAZZIOTIN S/A;PRM - CORONEL BICACO 497;PRESIDENTE VARGAS;;1344;5866;RS;4305900;55;0;;F;1;092012467049772;;;;4781400;4781;;;4781400;1;AV;98580000;GRAZZIOTIN SA CORONEL BICACO 497
