codigo_empresa;codigo_filial;razao_social;nome_filial;endereco_filial;complemento_endereco;numero_endereco;codigo_bairro;estado;codigo_cidade;codigo_ddi_telefone;codigo_ddd_telefone;numero_telefone;tipo_filial;tipo_inscricao;numero_inscricao;codigo_cei;inscricao_estadual;inscricao_municipal;cnae_fiscal;codigo_nac_atv_economica;inscricao_cno;inscricao_caepf;cnae_fiscal_preponderante;tipo_caepf;tipo_logradouro;codigo_cep_filial;nome_empresarial_completo
008;105;;TOT MONTENEGRO;RAMIRO BARCELOS;;2519;CENTRO;RS;91;;;;F;1;92012467010566;;;;47.59-8/99;5232;;;47.59-8/99;;R;95780000
008;107;;FARROUPILHA;RUA;DE MAIO,351;13;CENTRO;RS;25;;;;F;1;92012467010728;;;;47.81-4/00;5232;;;47.81-4/00;;R;95180000
008;108;;TOT SANTIAGO;GETULIO VARGAS;;1395;CENTRO;RS;66;;;;F;1;92012467010809;;;;47.59-8/99;5232;;;47.59-8/99;;AV;97700065
008;111;;CAMPOS NOVOS;AV.JUSCELINO KUBITSCHEK;;584;CENTRO;SC;96;;;;F;1;92012467011104;;;;47.81-4/00;5232;;;47.81-4/00;;R;89620000
008;112;;TOT IJUI;RUA DO COMERCIO;;33;CENTRO;RS;10;;;;F;1;92012467011295;;;;47.59-8/99;5232;;;47.59-8/99;;R;98700000
008;113;;TOT TRES PASSOS;RUA DALTRO FILHO;;753;CENTRO;RS;72;;;;F;1;92012467011376;;;;47.59-8/99;5232;;;47.59-8/99;;R;98600000
008;116;;TOLEDO;RUA BARAO DO RIO BRANCO;;2242;CENTRO;PR;64;;;;F;1;92012467011619;;;;47.81-4/00;5232;;;47.81-4/00;;R;85900030
008;117;;TOT SOLEDADE;CORONEL FALKEMBACK;SALA 02 E 03;807;CENTRO;RS;130;;;;F;1;92012467011708;;;;47.59-8/99;5232;;;47.59-8/99;;R;99300000
008;120;;TOT PASSO FUNDO;BRASIL LESTE;;925;PETROPOLIS;RS;1;;;;F;1;92012467012003;;;;47.59-8/99;5232;;;47.59-8/99;;AV;99050073
276;121;;PRM PORTO ALEGRE;RUA VOLUNTARIOS DA PATRIA;;294;CENTRO;RS;27;;;;F;1;06018086000247;;;;68.10-2/02;7020;;;68.10-2/02;;R;90030001
008;121;;PRM SAO BORJA;PRESIDENTE VARGAS;;1206;CENTRO;RS;44;;;;F;1;92012467012186;;;;47.81-4/00;5232;;;47.81-4/00;;AV;97670000
008;122;;CHAPECO;AV.GETULIO DORNELLES VARGAS;N;389;CENTRO;SC;47;;;;F;1;92012467012267;;;;47.81-4/00;5232;;;47.81-4/00;;R;89802000
008;124;;PRM SANTO ANGELO;VINTE CINCO DE JULHO;;400;CENTRO;RS;3;;;;F;1;92012467012429;;;;47.81-4/00;5232;;;47.81-4/00;;R;98801670
