105;2605;JARDIN AMERICA;
105;2606;JARDIM AMERICA;
105;2607;ALTO DE MAFRA;
1;2608;VILA RODRIGUES;
49;2609;CENTRO;
31;2611;SOMMER;
76;2612;COHAB I;
168;2613;CAMPO DO GADO;
1;2614;ALEXANDRE ZACHIA;
93;2615;MARTELLO;
154;2616;POPULAR;
39;2617;MARQUES RIBEIRO;
77;2618;MORRO ALTO;
25;2620;SAO PIO X;
57;2621;SANTO ANTONIO;
2;2622;PINHEIRO MACHADO;
73;2623;BORTOT;
52;2624;DUQUE COHAB;
91;2625;TIMBAUVA;
93;2626;MORADA DO SOL;
63;2628;JOSE BONIFACIO;
40;2629;VILA MALHEIROS;
43;2630;PARAISO;
2;2631;URBELANDIA, 760;
1;2633;PARQUE RECREIO;
70;2634;PETROPOLIS;
105;2635;VILA NOVA;
3;2637;OLARO REIS;
1;2638;VILA CARMEM;
58;2639;KOBIASSOL II;
30;2640;JARDIM BARRETO;
72;2641;PRO MORAR;
77;2642;BOQUEIRAO;
57;2643;PRO MORAR;
40;2645;BRENNER;
3;2646;PIRATINI;
27;2648;PARTERNON;
59;2649;ALIANCA;
87;2650;BETANIA;
22;2651;CAMILA;
27;2652;ALTO TERES;
2;2654;P. DAS TROPAS;
10;2655;LULI IGEMBULTZ;
73;2656;VILA ESPERENCA;
27;2657;LEOPOLDINA;
499;2658;ESTADOS;
59;2659;OURO VERDE;
45;2661;FENIX;
70;2662;JD. IRIRIU;
27;2663;PASSO DAS PEDRAS;
9;2664;SENAU;
2;2665;P.P. MACHADO;
27;2666;ESPIRITO SANTO;
104;2667;INTERIOR;
72;2668;VEBER;
22;2669;MENINO JESUS;
2;2672;VILA CAROLINA;
10;2674;MANDSTORN;
101;2676;MARIA CEU;
10;2677;COLONIAL;
97;2678;CHAC. TORDILHO;
62;2679;NOSSA SENHORA GRACAS;
50;2680;ALIANCA;
27;2682;CASCATA;
3;2683;COAHB;
40;2684;JARDIM AMERICA;
59;2685;PETROPOLIS;
97;2686;MARINGA;
22;2687;TRINDADE;
27;2688;MONT SERRAT;
52;2689;KENEDY;
58;2690;P. BAIXO;
31;2691;MEDIANEIRA;
186;2692;JARDIM ESPERANCA;
33;2693;BELA VISTA;
9;2695;UNIAO;
33;2696;MASCARANHAS D MORAES;
210;2697;4 COLONIAS;
1;2698;COHAB II;
52;2699;UNISINOS;
101;2700;VILA ZULEIMA;
1;2701;EDMUNDO TREIN;
30;2702;SANTA LUIZA;
99;2703;LUIS QUEVEDO;
76;2704;QUINTA;
74;2705;COHAB 1;
27;2707;SAO JOAO;
156;2708;CAVEIRAS;
169;2709;CENTRO;
20;2710;SANTA HELENA;
52;2711;VILA BRAS;
131;2712;CADEIRAS;
52;2713;SAO CRISTOVAO;
108;2714;JARDIM PANORAMICO;
12;2715;B. PRINCIPIO;
27;2716;JARDIM BOTANICO;
10;2719;MUNDOTECH;
9;2720;SENAI;
27;2721;FLORENCA;
58;2722;ROBRASOL;
33;2723;CARAVAGIO;
63;2724;INDUSTRIAL;
93;2725;BERGER;
73;2726;SAO VICENTE;
83;2727;LOT PINHEIRINHO;
59;2728;SANTOS;
43;2729;VALDEREZ;
27;2730;SABARA;
107;2731;GUANABARA;
76;2732;SAO JOAO;
52;2733;IMIGRANTE;
66;2734;MARIA ALICE GOMES;
756;2735;RIO BRANCO;
770;2736;CENTRO;
573;2737;INTERIOR;
58;2738;CENTRO;
50;2739;PRESIDENTE VARGAS;
64;2740;JARDIM CONCORDIA;
64;2741;BANDEIRANTES;
133;2743;VALPARAISO;
119;2744;VILA IOLANDA;
119;2745;CEL NASSUCA;
30;2746;CATARINA MIRO;
108;2747;CAUTRY;
86;2748;OLIMPICA;
43;2749;PARQUE JOEL;
19;2750;GENTEL;
39;2751;FATIMA;
12;2752;JARDIM FLORIDA;
141;2753;MEYER;
119;2754;PEDRAS BRANCAS;
131;2755;SANTINHO;
61;2756;VENDAS;
12;2757;SAO VICENTE;
38;2758;SANTO ANTAO;
58;2759;SANTO DUMONT;
131;2761;COPEIRAS;
43;2762;TRES PORTOS;
44;2763;DO TIPO;
119;2764;CENTRO;
46;2766;FLORESTA;
77;2767;BOM SUCESSO;
123;2768;DONA LEOPOLDINA;
54;2769;FRANCIOSI;
781;2770;GRALHA AZUL;
58;2771;FLODENOPOLIS;
64;2773;JARDIM CARELLI;
27;2774;PASSO DA AREIA;
2;2776;VILA SAO JOAO;
1;2777;NENE GREFF;
33;2778;SAGRADO;
1;2779;SAO BENTO;
27;2780;TRISTEZA;
